total_bill,tip,sex,smoker,day,time,size
18.246192963159054,1.4184167501005416,Male,Yes,Sat,Dinner,4
17.72902039772082,1.431781564352399,Male,No,Sun,Dinner,4
13.488284789092388,1.5581871513755214,Female,No,Thur,Lunch,2
34.70273666949036,1.9069261370368642,Female,No,Sun,Dinner,4
19.910176854468645,3.0857039208076764,Male,No,Sun,Dinner,2
16.478675131879008,2.663831295910889,Female,Yes,Thur,Lunch,2
36.3596093341111,2.8416131400251516,Female,No,Thur,Lunch,6
14.65794695286635,2.3129187960159276,Female,No,Thur,Lunch,4
12.61662709044456,2.3213111055305973,Male,No,Sun,Dinner,3
44.59591942017026,5.658221093842373,Female,No,Thur,Lunch,4
9.337867182287882,3.7823819208323886,Male,No,Sun,Dinner,6
15.852117342437076,2.529631111513302,Male,Yes,Fri,Dinner,2
38.26713977912478,1.3804440021950044,Male,No,Sun,Dinner,3
7.247782161512592,1.1922799588911839,Male,Yes,Sat,Dinner,4
35.27771741669856,5.32963577790619,Male,No,Thur,Lunch,4
10.040609804237524,0.904342513315376,Female,No,Thur,Lunch,4
26.69822359243853,3.849202614184162,Male,Yes,Sat,Dinner,4
16.484113560771416,8.833226197497051,Male,No,Sat,Dinner,6
16.6235829074232,4.238996477189544,Male,No,Sun,Dinner,4
11.45095864754238,2.3714862031001545,Female,No,Thur,Lunch,2
20.204480296734577,3.4764756504228678,Female,No,Thur,Lunch,4
33.49624756712206,5.033377758650774,Female,No,Sun,Dinner,8
18.378635795444072,2.246415233894843,Male,No,Sun,Dinner,4
28.965322950020152,2.4344388504002077,Female,No,Sat,Dinner,3
5.610581146733316,1.6062872702928903,Male,No,Sat,Dinner,2
17.9022204587137,2.495971266821362,Male,Yes,Sat,Dinner,4
6.268069919595006,5.024724490540327,Male,Yes,Sun,Dinner,4
22.30705183056703,2.2050766530917385,Male,Yes,Sat,Dinner,2
34.52537423442189,2.6743612889594277,Male,Yes,Sun,Dinner,10
18.893000513396927,2.0430165722575926,Male,No,Sat,Dinner,4
9.249776087730712,1.5266602884733371,Male,No,Sat,Dinner,2
17.983252052695274,2.7653427194660023,Female,No,Thur,Lunch,4
30.008973698278414,2.9198686172319763,Male,Yes,Sun,Dinner,3
16.328296728114232,1.8579488696125397,Female,No,Thur,Lunch,2
18.130268593601432,2.3570854034693527,Male,No,Sun,Dinner,4
25.230514097536485,3.6605057137024892,Female,Yes,Sat,Dinner,4
35.70775500304325,2.2681846883613903,Male,No,Sun,Dinner,8
20.886693529252707,4.392363071204569,Female,No,Sun,Dinner,4
24.128015845856332,1.1243752363640005,Female,No,Sun,Dinner,3
12.707546491606934,2.8901044156757454,Male,Yes,Thur,Lunch,2
10.46916191262227,3.2441127846472817,Female,No,Sat,Dinner,4
27.523492882593473,4.1795531355462865,Male,No,Sat,Dinner,2
18.565172041716345,3.272861698617421,Male,No,Sun,Dinner,8
19.876190530783354,0.9415916771093381,Male,Yes,Sat,Dinner,2
21.226567100971096,3.8670346886043676,Female,No,Sun,Dinner,8
7.897363006671473,2.8054612274376534,Male,No,Sun,Dinner,2
13.240479663230088,5.027481655310724,Male,Yes,Sat,Dinner,4
22.12525867799186,1.9706584393090814,Male,No,Sun,Dinner,4
44.1857619753685,2.9441368139182704,Female,No,Sun,Dinner,10
32.56504827452796,8.624238325806353,Male,No,Sat,Dinner,4
10.110302806282741,1.909534510091493,Female,No,Thur,Lunch,4
9.839570061628208,1.9467199132974817,Male,No,Sat,Dinner,2
7.747133331273017,0.6707773611702024,Male,Yes,Sat,Dinner,4
10.944933537771128,3.27690609803162,Female,Yes,Fri,Lunch,2
18.913149419883805,2.7854166174293358,Female,Yes,Thur,Lunch,2
17.24294553720456,2.122555270393157,Male,No,Thur,Lunch,2
16.526377436687106,5.759211290850178,Male,No,Sun,Dinner,8
12.748996946605493,1.6522282847161596,Female,No,Thur,Lunch,4
10.602079869600844,4.658653303355084,Female,No,Sun,Dinner,6
15.839975255792531,3.7400482888442332,Male,No,Sun,Dinner,4
11.79326592748377,2.066631363592396,Female,No,Sun,Dinner,6
16.454327695279257,1.8777577453467076,Male,Yes,Sat,Dinner,2
36.5957426079211,2.275642433082976,Male,No,Sun,Dinner,4
23.09387068832327,7.118579770646742,Male,No,Sun,Dinner,8
10.308505630129737,2.838349633552843,Female,No,Sat,Dinner,3
21.679933976776706,2.445822401317821,Female,No,Fri,Dinner,2
12.073446726887967,2.53207458723188,Male,Yes,Thur,Lunch,4
32.34329268390933,3.759032148494974,Male,No,Sat,Dinner,2
10.391539764362927,1.8717164184178738,Female,Yes,Sat,Dinner,4
16.07657306671868,2.3767333967384414,Male,No,Sat,Dinner,4
55.40642176339574,5.92387736480705,Male,No,Sat,Dinner,8
15.208396637186082,2.9922638238749686,Female,Yes,Sat,Dinner,2
13.780911118636388,1.7232477967531694,Male,Yes,Sat,Dinner,2
16.57341014742591,7.9845800955553266,Female,Yes,Sat,Dinner,3
15.291102023587912,2.328758924528754,Male,No,Sat,Dinner,3
22.559015239481145,7.366883386900137,Male,No,Sun,Dinner,4
39.31923756585443,2.046469951051255,Female,Yes,Sat,Dinner,4
13.919848691370275,2.959837220429098,Male,No,Thur,Lunch,2
20.80295405400682,2.752061141486756,Male,No,Thur,Lunch,2
13.177679280210658,2.753737751202515,Male,No,Thur,Lunch,4
23.4348745246344,3.5277220803290934,Male,No,Sun,Dinner,4
11.816299989526401,2.4971926977183783,Male,No,Sat,Dinner,4
12.647115312695679,1.446444946936892,Male,No,Fri,Dinner,4
14.859526387408607,2.105822990756577,Female,No,Thur,Lunch,2
24.70220867295267,4.470077647154811,Male,No,Thur,Lunch,2
12.84289214689987,2.7616935255373223,Female,No,Sun,Dinner,4
20.70941538240035,1.584997991459701,Male,Yes,Sun,Dinner,4
5.115567292614397,1.4027318757982872,Male,No,Sun,Dinner,4
13.334937093427754,1.359550470249857,Male,No,Sun,Dinner,4
19.79843811557406,3.9196253434241672,Male,No,Sun,Dinner,6
13.37364218471375,2.437621219938481,Female,Yes,Thur,Lunch,2
23.11197368421453,1.3028178689688752,Male,Yes,Sun,Dinner,4
40.78585644545305,2.397207965225502,Male,Yes,Sat,Dinner,6
23.49521397158692,2.461580672762616,Male,Yes,Fri,Dinner,4
18.867089000528438,3.3618459444569204,Female,No,Thur,Dinner,2
14.65161472820541,4.127105566124367,Male,No,Sun,Dinner,4
16.14675971341289,2.815612118189446,Male,No,Sat,Dinner,3
45.91328321131939,13.419347160446975,Male,No,Sat,Dinner,4
20.219816578714163,3.022356889721156,Female,No,Sun,Dinner,4
